slang,formal
browh,bro
bry,bro
brosing,browsing
brussels,brussel
bpi,bsm pembayaran instusi
busukmawati,bu sukmawati
buangtabiat,buang tabiat
buwat,buat
bikinan,buatan
bikinnya,buatannya
burjo,bubur kacang ijo
bucin,budak cinta
bucinnya,budak cintanya
budayaã¢,budaya
budayaã°,budaya
budayaã¢â pancasila,budaya pancasila
budha,buddha
budhaisme,buddhaisme
budeh,bude
budeg,budek
budisepang,budi sepang
budugan,budukan
buhaerah,buhaira
buihh,buih
bukber,buka bersama
bikan,bukan
bukann,bukan
bukhan,bukan
bukanbukan,bukan bukan
bukansamawi,bukan samawi
bknlah,bukanlah
bknnya,bukannya
buktik,bukti
buktikn,buktikan
buuktikan,buktikan
bukugpu,buku gpu
bulaann,bulan
buli,bully
blukk,buluk
buluq,buluk
bumbuin,bumbui
buminusantara,bumi nusantara
bundokandung,bunda kandung
bungkarno,bung karno
bunggus,bungkus
bundir,bunuh diri
buraq,burak
buroq,burak
buritt,burit
burqa,burka
burukã¢,buruk
birds,burung
buseet,buset
bosok,busuk
busukk,busuk
butuhan,butuhkan
btw,by the way
cabecabeaan,cabe cabean
cacad,cacat
ccd,cacat
ceced,cacat
cacimaki,caci maki
cagarã¢â budaya,cagar budaya
cakimin,cak imin
cagub,calon gubernur
cakada,calon kepala daerah
caleg,calon legislatif
capres,calon presiden
capresgoblok,calon presiden goblok
capresrakyat,calon presiden rakyat
capresnya,calon presidennya
cawagub,calon wakil gubernur
cawgub,calon wakil gubernur
cawapres,calon wakil presiden
cawapresnya,calon wakil presidennya
calonin,calonkan
cemilan,camilan
cemilanku,camilanku
cemilannya,camilannya
cantuk,cantik
capeq,capai
capeknya,capainya
capenya,capainya
cfd,car free day
charanya,caranya
caper,cari perhatian
capernya,cari perhatiannya
carsen,cari sensasi
catetan,catatan
bongg,cebong
cebon,cebong
cebonk,cebong
cebongkoplo,cebong koplo
cebongers,cebonger
ceburin,ceburkan
cecungung,cecunguk
cegan,cegah
cengkraman,cengkeraman
cept,cepat
cepetin,cepatkan
cepetlah,cepatlah
cepusupriyanto,cepu supriyanto
ceritadewasa,cerita dewasa
ceritain,ceritakan
ceritany,ceritanya
cecann,cewek cantik
cewekseksi,cewek seksi
cewenya,ceweknya
chaink,chain
ch,chapter
chaarrmm,charm
chatsex,chat sex
cekidot,check it out
celsi,chelsea
choicefandom,choice fandom
chouji,choji
choper,chopper
chubbyguy,chubby guy
ciamisasyik,ciamis asyik
cihh,cih
ciy,cih
cimohay,cimahi
china,cina
chinese,cina
cin,cinta
cipkon,cipokan
cirebonseni,cirebon seni
ciribkhas,ciri khas
citanya,citanya
cnnindonesia,cnn indonesia
cnnidbusiness,cnn indonesian business
cobaak,coba
cocoklogi,cocokologi
cocotnx,cocotnya
coffe,coffee
colmek,colok memek
colokmemek,colok memek
colokkan,colokan
comando,commando
cogant,cowok ganteng
brainwash,cuci otak
coeg,cuk
cikai,cukai
blacklist,daftar hitam
cedak,dekat
bibib,habib
bhahahaha,haha
bhahahahahahaa,haha
bhahahahak,haha
bhuakakakaka,haha
brahahahaa,haha
buahahaha,haha
buuwhaha,haha
bwahaha,haha
bwahahahhahha,haha
bwahahhahaha,haha
buntingnya,hamilnya
bondo,harta
bzz,hem
bumil,ibu hamil
bible,injil
bininya,istrinya
ciah,jiah
calculus,kalkulus
campaign,kampanye
campus,kampus
campuss,kampus
bikos,karena
cillik,kecil
claim,klaim
clasic,klasik
comment,komen
camtu,macam itu
ceu,mbak
blendung,melendung
cengkudu,mengkudu
brand,merek
brandnya,mereknya
bilion,miliar
bodat,monyet
coach,pelatih
blas,sama sekali
blass,sama sekali
cageur,sehat
cembilan,sembilan
cepi,sepi
cetan,setan
cekcih,sexy
cipp,sip
cipiit,sipit
beye,susilo bambang yudhoyono
beuh,weh
beuhh,weh
boakaka,wkwk
brekekekekek,wkwk
brekekekekekek,wkwk
bruakakakak,wkwk
ckakakakak,wkwk
ckckc,wkwk
ckckck,wkwk
ckckckck,wkwk
dedeq,adik
debaynya,adik bayinya
densus,betasemen khusus
cramah,ceramah
crita,cerita
crta,cerita
critanya,ceritanya
cyduk,ciduk
cuih,cih
cuihh,cih
cuyih,cih
cuihwoosoeokjung,cih wooseok jung
cyinta,cinta
cyn,cinta
comunity,community
congornyapecah,congornya pecah
congrat,congratulation
cp,contact person
conth,contoh
contoilah,contohilah
copas,copy paste
cowonya,cowoknya
cuuyy,coy
cuy,coy
cpugg,cpu gg
cringey,cringe
cr,cristiano ronaldo
croot,crot
croott,crot
crott,crot
cruz,crush
cuapcuap,cuap cuap
cuwit,cuit
cukk,cuk
cukop,cukup
cukupsatuperiode,cukup satu periode
cume,cuma
cumabercandagaiss,cuma bercanda guys
cupuu,cupu
curcol,curhat colongan
cyberarmy,cyber army
daddies,daddy
daerahã¢,daerah
daerahdki,daerah jakarta
dapil,daerah pemilihan
daghh,dah
dhla,dahlan
dahulukanrakyat,dahulukan rakyat
dalm,dalam
daleman,dalaman
dalemnya,dalamnya
damaidaricirebon,damai dari cirebon
danã¢,dan
danainvestorasing,dana investor asing
danã¢â sosial,dana sosial
danã¢â wajah,dana wajah
danain,danai
dananyo,dananya
danibawa,dani bawa
dapurr,dapur
darimana,dari mana
darimna,dari mana
daritadi,dari tadi
darkside,dark side
dharma,darma
dharna,darma
darulaman,darul aman
daruratdemokrasi,darurat demokrasi
dasarr,dasar
dasr,dasar
dasadasar,dasar dasar
dfd,data flow diagram
datangg,datang
datoã¢,datu
daiyaku,dayaku
dbodohi,dbodohi
deathnote,death note
debad,debat
difensif,defensif
dgan,degan
dekalarasi,deklarasi
delici,delicious
deliveringhappiness,delivering happiness
demoo,demo
democra,demokrasi
demokrasiã¢,demokrasi
denga,dengan
denngan,dengan
dgnya,dengannya
dengernya,dengarnya
depkes,departemen kesehatan
diatas,di atas
diawal,di awal
dibandara,di bandara
dibank,di bank
dibatas,di batas
dibawah,di bawah
dibelakang,di belakang
diblkg,di belakang
dbogor,di bogor
dibui,di bui
dibumi,di bumi
dicomberan,di comberan
didaerah,di daerah
didalam,di dalam
didlm,di dalam
didanau,di danau
didarat,di darat
didepan,di depan
didragon,di dragon
didunia,di dunia
didumay,di dunia maya
diera,di era
digarasi,di garasi
digereja,di gereja
dihalaman,di halaman
dihalte,di halte
dihatiku,di hatiku
dihutan,di hutan
diindonesia,di indonesia
dijakarta,di jakarta
dijalan,di jalan
dijidat,di jidat
dikamar,di kamar
dikampung,di kampung
dikantor,di kantor
dikarang,di karang
dikasus,di kasus
dikedua,di kedua
dikoter,di kelompok terbang
dikolam,di kolam
dikolong,di kolong
dikotak,di kotak
dijaman,di zaman
diakuin,diakui
diamlo,diam lu
diemlu,diam lu
diamanin,diamankan
diancem,diancam
dianggsp,dianggap
dantaranya,diantaranya
dbhas,dibahas
dibales,dibalas
dibnding,dibanding
dibangkitin,dibangkitkan
dibangunin,dibangunkan
dibatalin,dibatalkan
dibayarin,dibayari
dibecandain,dibecandai
dibelain,dibela
dibelanje,dibelanja
dibeliin,dibelikan
dibenerin,dibenarkan
diberanguss,diberangus
dibercandain,dibercandai
diberhentiin,diberhentikan
diberitain,diberitakan
dbsk,dibesuk
dibicarain,dibicarakan
dbilang,dibilang
diblng,dibilang
dibilangin,dibilangi
dibimbin,dibimbing
diblock,diblok
dibocorin,dibocorkan
dibodo,dibodohi
dibodoh,dibodohi
diapusi,dibohongi
dibikin,dibuat
dibikinin,dibuatkan
dibikinkan,dibuatkan
dibubari,dibubarkan
dibubarin,dibubarkan
dibucinin,dibudakcintakan
dibunderi,dibundari
dbunuh,dibunuh
dibutuhkn,dibutuhkan
dicapreskan,dicalonpresidenkan
dicarin,dicari
dicekel,dicekal
dicemburuin,dicemburui
dicengkram,dicengkeram
dicepetin,dicepatkan
diceramahin,dicerahami
diceritain,diceritakan
diciumin,diciumi
dicroottin,dicrotin
dicrotin,dicrotin
ddahului,didahului
didlmnya,didalamnya
didpt,didapat
didptkn,didapatkan
didasrkan,didasarkan
didudukin,diduduki
dduga,diduga
dienyek,diejek
dientotin,dientot
dietot,dientot
diewe,dientot
dikentu,dientot
digebukin,digebuki
digedein,digedekan
digentayangin,digentayangi
digrebek,digerebek
digreja,digereja
dijit,digit
digosipin,digosipkan
dgnakan,digunakan
dgunakan,digunakan
digunakn,digunakan
dihadapai,dihadapi
dihantem,dihantam
diapusin,dihapusi
dihebohin,dihebohkan
diitung,dihitung
diizabah,diijabah
diiket,diikat
diikutin,diikuti
diendahkan,diindahkan
diingatin,diingatkan
diingatkn,diingatkan
diingini,diinginkan
diinjek,diinjak
diijinkan,diizinkan
dijagain,dijaga
dijaj,dijajah
dijalanin,dijalani
dijualin,dijual
dikobul,dikabul
dikacangin,dikacangi
dikadalin,dikadali
dikasi,dikasih
dikasianin,dikasihani
dianjingin,dikatai anjing
dikawalselia,dikawal selia
dikeluarin,dikeluarkan
dibalikin,dikembalikan
dikembalikannyaã¢,dikembalikannya
diketekin,diketeki
dikuatirkan,dikhawatirkan
dihianati,dikhianati
dikususkan,dikhususkan
dikibulin,dikibuli
dikipasin,dikipasi
diclaim,diklaim
dicodein,dikode
diconfirm,dikonfirmasi
dikuliahin,dikuliahi
dilabelin,dilabeli
dibriefing,dipengarahan
depermasalahkan,dipermasalahkan
dbdshow,dirtbag dan show
digundrung,dirundung
deskriminasi,diskriminasi
didownload,diunduh
daiping,diving
devisi,divisi
dfact,fact
dich,ih
dih,ih
dadio,jadilah
dancok,jancuk
diiah,jiah
cool,keren
construction,konstruksi
contactnya,kontaknya
croatia,kroasia
cuwat,kuat
deui,lagi
delok,lihat
confusius,membingungkan
countrynya,negaranya
cunihin,penggoda
dawuh,perintah
cyg,sayang
dewek,sendiri
cz,soalnya
contekan,sontekan
demennya,sukanya
cumpah,sumpah
dholim,zalim
dholimi,zalimi
duch,aduh
edvan,advance
ekeu,aku
djan,bermain disc jockey
ebong,cebong
ebonk,cebong
ebonger,cebonger
dki,daerah khusus ibukota
dmai,damai
dkk,dan kawan kawan
dll,dan lain lain
dlsb,dan lain sebagainya
dsbnya,dan sebagainya
dstnya,dan seterusnya
dpat,dapat
dpatkan,dapatkan
drp,daripada
drprd,daripada
dpp,dasar pengenaan pajak
dsrnya,dasarnya
dtr,datar
dtik,detik
dkm,dewan kemakmuran masjid
dmi,dewan masjid indonesia
dpd,dewan perwakilan daerah
dpr,dewan perwakilan rakyat
dpc,dewan pimpinan cabang
dkuburan,di kuburan
dilock,di kunci
dilaut,di laut
diprotect,di lindungi
dilokalisasi,di lokalisasi
diluar,di luar
dimall,di mal
dimalaysia,di malaysia
dimasa,di masa
dimasyarakat,di masyarakat
dimedan,di medan
disosmed,di media sosial
dimeki,di memek
dimonas,di monas
dimuka,di muka
dinegara,di negara
dinegeri,di negeri
diorang,di orang
diorganisasi,di organisasi
diormas,di organisasi masyarakat
dipagi,di pagi
dipantat,di pantat
dipenjara,di penjara
dipenjaranya,di penjaranya
diperkampungan,di perkampungan
diradio,di radio
direzim,di rezim
dirohingnya,di rohingya
dirumah,di rumah
disa,di saat
disaat,di saat
disana,di sana
disono,di sana
disebelah,di sebelah
disebuah,di sebuah
disekte,di sekte
disemua,di semua
disepakbola,di sepak bola
disimpang,di simpang
disini,di sini
disiniã°,di sini
disinii,di sini
disisa,di sisa
disisi,di sisi
disitu,di situ
disolo,di solo
distudio,di studio
disuatu,di suatu
disukmaku,di sukmaku
ditahun,di tahun
dtahun,di tahun
ditanah,di tanah
ditnh,di tanah
ditanda,di tanda
ditangang,di tangan
ditelaga,di telaga
ditvn,di televisi nasional
dtgah,di tengah
ditepi,di tepi
diwilayah,di wilayah
dipasihan,diberi
dipacking,dibungkus
disepongin,diciumi
dyk,did you know
dirasisin,diejek
dimaui,diinginkan
dkasih,dikasih
ditaktor,diktator
dilakuin,dilakukan
dlkukan,dilakukan
dilakuinnya,dilakukannya
dylan,dilan
dilanti,dilantik
dilaporin,dilaporkan
dilanrang,dilarang
dilar,dilarang
dilati,dilatih
dilayan,dilayani
dilayanin,dilayani
dilepasin,dilepaskan
diskip,dilewati
diliatin,dilihat
dilupain,dilupakan
dimain,dimainkan
dimaini,dimainkan
dimainin,dimainkan
dimaklumin,dimaklumkan
dimampusin,dimampuskan
dimanfaatin,dimanfaatkan
dimanjain,dimanjakan
dimarahinn,dimarahi
dimarain,dimarahi
dimasukkin,dimasuki
dingertiin,dimengerti
dimintain,dimintai
dilepeh,dimuntahkan
dinamani,dinamai
dinantikanã¢,dinantikan
dinihari,dini hari
dinyinyirin,dinyinyiri
diubati,diobati
diomongin,diomongi
dipakenya,dipakainya
dipamerin,dipameri
diparkirin,diparkirkan
dipasangan,dipasangkan
dipasangin,dipasangkan
diphk,dipecat
dipeluhara,dipelihara
dipiara,dipelihara
dipilpres,dipemilihan presiden
dpenuhi,dipenuhi
dipaelokan,diperbaiki
dpercaya,dipercaya
dipercayain,dipercayai
diperhatiin,diperhatikan
diperhatika,diperhatikan
dperhatikan,diperhatikan
diperingatin,diperingatkan
dwelling,diperingatkan
diprakirakan,diperkirakan
diperlakuin,diperlakukan
dimasalahkan,dipermasalahkan
dipersilahkan,dipersilakan
diperasulit,dipersulit
dprtmbngk,dipertimbangkan
dpkir,dipikir
dipilihã¢â dprd,dipilih aja daripada
dipimpinulama,dipimpin ulama
dipindahin,dipindahkan
diplomasipublik,diplomasi publik
diporakporandakan,diporakporandakan
diprovo,diprovokasi
dipukulin,dipukuli
dipulangin,dipulangkan
diputer,diputar
diracuni,diracun
direjam,dirajam
direcokin,direcoki
dm,direct message
dmcin,direct message sis
dirakamkan,direkamkan
ditjen,direktorat jenderal
djp,direktorat jenderal pajak
dirjen,direktur jenderal
dirut,direktur utama
diremes,diremas
direncanain,direncanakan
diritwit,diretweet
dirp,diri
diributin,diributkan
drmu,dirimu
diringkes,diringkas
dirmanida,dirman ida
dsnajib,dis najib
disalty,disabilitas
disadarin,disadarkan
disah,disahkan
disakitin,disakiti
disalh,disalah
disalahin,disalahkan
disholatin,disalati
disam,disama
disamain,disamakan
dismain,disamakan
disatuin,disatukan
dj,disc jockey
disebarin,disebarkan
dishare,disebarkan
disebutin,disebutkan
disekolahin,disekolahkan
dselidiki,diselidiki
diumpetin,disembunyikan
dimute,disenyapkan
disenyumin,disenyumi
disruduk,diseruduk
dstiap,disetiap
disiapin,disiapkan
disinisin,disinisi
disipitin,disipitkan
disiramin,disirami
diskrening,diskrining
dis,diskualifikasi
diskusikde,diskusi
disodorin,disodorkan
diplay,display
dilike,disukai
disukain,disukai
dsusul,disusul
ditabayunin,ditabayuni
ditampol,ditabok
ditanggapin,ditanggapi
ditanggepi,ditanggapi
ditanggepin,ditanggapi
ditangkapin,ditangkap
ditangkp,ditangkap
ditaroin,ditaruhkan
ditawarin,ditawari
ditegor,ditegur
ditelpon,ditelepon
ditempatin,ditempatkan
ditemuin,ditemukan
ditenggelamin,ditenggelamkan
diterapin,diterapkan
diterapkanã¢,diterapkan
diteriakin,diteriaki
dterima,diterima
dtrma,diterima
ditetapkn,ditetapkan
ditidurin,ditiduri
ditinggalin,ditinggalkan
diupgrade,ditingkatkan
ditolerir,ditoleransi
dtuduh,dituduh
dtukarkn,ditukarkan
ditungguin,ditunggu
dirubah,diubah
dirubh,diubah
drobah,diubah
diushakan,diusahakan
diusilin,diusili
diutarain,diutarakan
diwajibin,diwajibkan
dwaspadai,diwaspadai
djarotcalonnapi,djarot calon narapidana
djarotsiharmenang,djarot sihar menang
dnnya,dnanya
dinungo,doa
doesn,does not
dog,dog
dorg,dog
dogfighting,dog fighting
doiã°,doi
doido,doi
dra,doktoranda
drs,doktorandes
dollar,dolar
dool,doll
donal,donald
donkz,dong
dunn,dong
dongo,dongok
dongokk,dongok
dongoo,dongok
dongook,dongok
dongoin,dongokkan
donii,doni
donordarah,donor darah
doronguntuk,dorong untuk
dosadosa,dosa dosa
doublefuck,double fuck
doer,dower
drakor,drama korea
drifit,dri fit
duaã¢,dua
dudukin,duduki
dkung,dukung
dukuung,dukung
dluu,dulu
dolo,dulu
duluin,dulukan
dlulah,dululah
dumxcamping,dum camping
dumbception,dumb ception
dunguã¢,dungu
dunyo,dunia
dumay,dunia maya
dunningkrugereffect,dunning kruger effect
dustakaan,dustakan
dubes,duta besar
eaa,eak
eaak,eak
eaakk,eak
eeaa,eak
ehak,eak
ecehh,ececeh
edann,edan
eds,edisi
edotensei,edo tensei
efec,efek
efekbacaberita,efek baca berita
effektif,efektif
egoism,egoisme
eeh,eh
eanjink,eh anjing
eastaga,eh astaga
egataunye,eh enggak taunya
eemelawan,eh melawan
eifell,eiffel
eittss,eits
ekjayati,ekajati
economic,ekonomi
economics,ekonomi
economy,ekonomi
ekonomiã¢,ekonomi
egp,emang gue pikir
dunno,enggak tau
eheh,hehe
ehehe,hehe
eheheh,hehe
ehhe,hehe
eehm,hem
ehem,hem
eeyeww,iyuh
djiaa,jiah
djoss,keren
ebih,lebih
dimples,lesung pipi
eii,oi
editing,pengeditan
dklovers,penggemar dk
disbitch,perek
dlongap,plonga
dlongop,plongo
drivernya,sopirnya
ee,tai
eek,tai
eeq,tai
download,unduh
dzalim,zalim
dzholimnya,zalimnya
dzat,zat
dzikir,zikir
eventnya,acaranya
elah,alah
elaj,alah
enjing,anjing
geni,api
eyo,ayo
gemana,bagaimana
gima,bagaimana
gimame,bagaimana
gmni,bagaimana nih
gimanasi,bagaimana sih
gmnsi,bagaimana sih
ginich,begini
ginilah,beginilah
getoo,begitu
gtuan,begituan
gsnya,bintang tamunya
foong,bohong
form,borang
formnya,borangnya
fakuy,cihui
getih,darah
erau,derau
ekonomiri,ekonomi
ekosistim,ekosistem
exis,eksis
exist,eksis
eksklusifitas,eksklusivitas
exodus,eksodus
exorcism,eksorsisme
exorcist,eksorsisme
exotic,eksotik
expansi,ekspansi
expat,ekspat
ekspresiny,ekspresinya
expresinya,ekspresinya
extra,ekstra
extravaganzabanyumas,ekstra vaganza banyumas
extrac,ekstrak
ekstrim,ekstrem
ekstrimis,ekstremis
extrimis,ekstremis
ekstrimisme,ekstremisme
extrovert,ekstrover
emtek,elang mahkota teknologi
eletabilitas,elektabilitas
elektabilitaanya,elektabilitasnya
elshintaituakurat,elshinta itu akurat
elusin,elusi
emabel,embel
embelã¢â²,embel embelnya
emotion,emosi
esmosi,emosi
empathy,empati
emutin,emutkan
ena,ena
enaenain,ena ena
enaak,enak
engcer,encer
emggak,enggak
enga,enggak
gakan,enggak akan
gppalah,enggak apalah
gabakalan,enggak bakalan
gabener,enggak benar
gabenernya,enggak benarnya
gaiza,enggak bisa
gbisa,enggak bisa
gabole,enggak boleh
gacuma,enggak cuma
gadeng,enggak deng
gakdeng,enggak deng
gaabis,enggak habis
gakhabispikir,enggak habis pikir
geje,enggak jelas
gajedot,enggak jelas ngentot
gajetot,enggak jelas ngentot
gakelamaan,enggak kelamaan
gakliatan,enggak kelihatan
gakerasa,enggak kerasa
gamalu,enggak malu
gakmau,enggak mau
gkmau,enggak mau
gmw,enggak mau
gangerti,enggak mengerti
gamungkin,enggak mungkin
gapaham,enggak paham
gapeka,enggak peka
gakpernah,enggak pernah
gasadar,enggak sadar
gaksi,enggak sih
gaksie,enggak sih
gasi,enggak sih
gasii,enggak sih
gaush,enggak usah
gosah,enggak usah
gakl,enggaklah
gakla,enggaklah
eps,episode
endorgan,erdogan
esdegan,es degan
euyy,euy
eventho,event
eo,event organizer
exocomingsoon,exo coming soon
exomedals,exo medals
exoplanet,exo planet
exiting,exsisting
facupfinal,fa cup final
facrbook,facebook
fesbuk,facebook
fadly,fadli
fadlizon,fadli zon
fadlizone,fadli zon
fahmu,fahmi
fahrisetan,fahri setan
fait,faith
faithã¢,faith
facta,fakta
faktafreeport,fakta freeport
faktany,faktanya
fkm,fakultas kesehatan masyarakat
fala,fals
family,famili
ff,fan fiction
fanfic,fan fiction
ffgenpi,fan fiction genpi
fftv,fan film televisi
fp,fan page
fansbase,fanbase
fansboy,fanboy
fansnya,fannya
fantasiin,fantasikan
fantastic,fantastis
fantastik,fantastis
fanyaclarisha,fanya ckarisha
farhatabbaslaw,farhat abbas law
faridz,fariz
fasiq,fasik
fathonah,fatanah
fatwasahur,fatwa sahur
fauziah,fauziyah
favourite,favorit
favourites,favorit
fmi,federasi mountaineering indonesia
feell,feel
ferdinand,ferdinan
fie,fi
fiykum,fiikum
filem,film
flim,film
filmmalam,film malam
ftv,film televisi
flimnya,filmnya
filaafat,filsafat
finallyy,finally
findinghyukjae,finding hyukjae
fizik,fisik
fitn,fit
fitneh,fitnah
fiks,fix
falshback,flashback
focus,fokus
folky,folk
fyi,for your information
fkl,forum konservasi leuser
fpk,forum pembauran kebangsaan
ftho,foto
fotomemek,foto memek
fotosyut,foto shoot
fourtwnty,four twenty
freepalestine,free palestine
freethinker,free thinker
freemasonry,freemason
feeport,freeport
freefort,freeport
freepor,freeport
frefoort,freeport
freport,freeport
frepot,freeport
frezzer,freezer
fwb,friends with benefit
fpi,front pembela islam
fpie,front pembela islam
fak,fuck
fck,fuck
fckk,fuck
fcx,fuck
fucc,fuck
fuckry,fuck
fuckyou,fuck you
faker,fucker
fuggin,fucking
fullbody,full body
fushilat,fussilat
futcal,futsal
fuyyoo,fuyooo
gbung,gabung
gegadis,gadis
gadu,gaduh
gaduhkarenaahok,gaduh karena ahok
gagahin,gagahi
galfok,gagal fokus
gamon,gagal move on
gamonin,gagal move on
gagalpaham,gagal paham
gaptek,gagap teknologi
gagasancakimin,gagasan cak imin
goib,gaib
gairqh,gairah
gajihnya,gajinya
galapremiere,gala premiere
gambaq,gambar
gandoskui,gandos itu
ganjaryasin,ganjar yasin
ganjaryasinmenang,ganjar yasin menang
gantengs,ganteng
gantianyar,ganti baru
gantipreisden,ganti presiden
gantipresi,ganti presiden
gantipreside,ganti presiden
gantipresiden,ganti presiden
gantipresidenyuk,ganti presiden yuk
gapleh,gaple
garagara,gara gara
gegara,gara gara
gaass,gas
gass,gas
ges,gas
getel,gatel
guwatel,gatel
gatse,gates
gatsu,gatot subroto
gaungin,gaungkan
gawatt,gawat
gayfitness,gay fitness
gayasia,gay asia
gaybandung,gay bandung
gaybear,gay bear
gaybrondong,gay berondong
gaybottom,gay bottom
gayboy,gay boy
gaychaser,gay chaser
gaycirebon,gay cirebon
gayindo,gay indonesia
gayindonesia,gay indonesia
gayjakarta,gay jakarta
gaylokal,gay lokal
gaysex,gay sex
gaytangger,gay tangger
gaytop,gay top
gayvid,gay video
gayvideo,gay video
gayjogja,gay yogyakarta
gayyogyakarta,gay yogyakarta
gaye,gaya
gayya,gaya
gazamassacre,gaza massacre
gazaunderattack,gaza under attack
gebukin,gebuk
gd,gede
gedein,gedekan
gelangkode,gelang kode
gelapin,gelapi
gelarã¢â seminar,gelar seminar
gelombangbiru,gelombang biru
gbk,gelora bung karno
gemasatukata,gema satu kata
gmz,gemas
gemesh,gemas
gombel,gembel
gemeter,gemetar
gempak,gempa
genepin,genapi
gencarã¢,gencar
genjat,gencat
gendero,genderuwo
genderowo,genderuwo
genpi,generasi pesona indonesia
gengen,geng
genk,geng
gentlemen,gentleman
geopolitk,geopolitik
graham,geraham
gc,gerak cepat
gercep,gerak cepat
gerakin,gerakan
gerakkn,gerakan
gafatar,gerakan fajar nusantara
gto,gerbang tol otomatis
geruduk,gerebek
gruduk,gerebek
geraja,gereja
greja,gereja
gki,gereja kristen indonesia
gkj,gereja kristen jawa
gkp,gereja kristen protestan
grepe,gereoe
gerindong,gerindra
grindr,gerindra
grindra,gerindra
gerombolam,gerombolan
grombolan,gerombolan
grombolanya,gerombolannya
grung,gerung
gesekin,gesekan
gihh,gih
gendheng,gila
gil,gila
gla,gila
giladong,gila dong
gilakan,gilakan
giting,ginting
giveup,give up
glam,glamor
globalã¢,global
globalmapper,global mapper
gps,global positioning system
goblik,go publik
gth,go to hell
gblg,goblok
gblk,goblok
goblo,goblok
goblokk,goblok
gobloo,goblok
gobs,goblok
goublog,goblok
guoblok,goblok
guoplok,goblok
goblogin,goblokan
goblokin,goblokan
gblknya,gobloknya
guobloge,gobloknya
goodbener,good benar
goodluck,good luck
geogle,google
gogle,google
gugel,google
goren,goreng
goregan,gorengan
grameds,gramedia
gta,grand theft auto
greatreturnmarch,great return march
greentea,green tea
greenteaa,green tea
grundr,grindr
gronbrekeng,groundbreaking
growlr,growl
grooup,grup
group,grup
groupnya,grupnya
goa,gua
gubenue,gubernur
gubernurã¢,gubernur
gubernurzamannow,gubernur zaman now
gubraak,gubrak
eug,gue
guak,gue
guhe,gue
guwa,gue
gwa,gue
gwelah,guelah
gulingin,gulingkan
gunain,gunakan
gunaannya,gunanya
gungg,gunung
gunungsitoli,gunung sitoli
guss,gus
gusdur,gus dur
gusipu,gus ipul
gusmus,gus mus
gustii,gusti
gustibangkalan,gusti bangkalan
gustitopmarkotob,gusti top markotop
gaes,guys
gaesã°,guys
gaess,guys
gaiis,guys
gengss,guys
haa,ha
haahaha,haha
err,hem
fuh,huh
fuhh,huh
fui,huh
fuih,huh
eomma,ibu
eslam,islam
eyup,iya
elekku,jelekku
geleh,jijik
gan,juragan
eonni,kakak
eonnie,kakak
glojotan,kelojotan
encan,kencan
eramas,keramas
eruh,keruh
esan,kesan
evillaugh,ketawa jahat
elloo,lu
eloe,lu
eluh,lu
elunya,lunya
emaka,mak
emakemak,mak mak
emyu,manchester united
gelem,mau
geleme,maunya
emange,memangnya
emgnya,memangnya
gaweni,membuat
engaku,mengaku
elakkan,mengelakkan
gilani,menggilakan
following,mengikuti
gomong,mengomong
gmgnya,mengomongnya
endasmu,ndasmu
gapain,ngapain
enthu,ngentot
entotanya,ngentotannya
eue,ngewe
ew,ngewe
ewe,ngewe
ewean,ngewe
ewek,ngewe
ewi,ngewe
eww,ngewe
eyy,oi
fahum,paham
fahami,pahami
falsu,palsu
fantas,pantas
fantasan,pantas saja
fekaes,partai keadilan sejahtera
gawean,pekerjaan
gaweanne,pekerjaannya
gaweannya,pekerjaannya
fahaman,pemahaman
emprop,pemerintah provinsi
engap,pengap
fllwr,pengikut
folower,pengikut
followerswajibtahu,pengikut wajib tahu
followermu,pengikutmu
figura,pigura
fihak,pihak
fikirin,pikirkan
fikirkan,pikirkan
finta,pinta
fifis,pipis
fulang,pulang
esde,sekolah dasar
geus,sudah
etapi,tapi
endog,telur
goollnya,tujuannya
ekwkwkw,wkwk
haddeehh,aduh
hadeeh,aduh
hadehh,aduh
hadekh,aduh
hadeuhh,aduh
hadeuuhh,aduh
hadoii,aduh
haduhh,aduh
hduh,aduh
hailah,alah
halaah,alah
halagh,alah
halah,alah
heleh,alah
hilih,alah
hanjing,anjing
hanjer,anjir
hapa,apa
hayok,ayo
hayoo,ayo
hayu,ayo
hayukakertajati,ayo ke kertajati
hedon,boros
haetda,buset dah
heula,cepat
image,citra
imej,citra
imagenya,citranya
ianya,dianya
huf,duh
huft,duh
huuft,duh
inkulturasim,enkulturasi
inkulturisasi,enkulturasi
idk,gue gak tau
hah,ha
habes,habis
habi,habis
habiiss,habis
habisin,habiskan
hekell,hacker
hdapan,hadapan
hdi,hadi
hadials,hadiah
hadist,hadis
hadith,hadis
hadits,hadis
haditsnya,hadisnya
hafidz,hafiz
hafizh,hafiz
hahaa,haha
hahaahhaha,haha
hahah,haha
hahahaa,haha
hahahaahah,haha
hahahah,haha
hahahaha,haha
hahahahaa,haha
hahahahah,haha
hahahahahaa,haha
hahahahahaahabababba,haha
hahahahahaahahha,haha
hahahahahah,haha
hahahahahaha,haha
hahahahahahah,haha
hahahahahahahaha,haha
hahahahahha,haha
hahahahhaa,haha
hahahahhahaa,haha
hahahha,haha
hahahhaha,haha
hahahhahaha,haha
hahahhahahhahahaha,haha
hahajaaha,haha
hahh,haha
hahha,haha
