text,product,quantity,price,total_price
pesan hamtaro cheese sebanyak 10 harga 17000 rb,hamtaro cheese,10,17000,170000
Tolong pesanin 1 biji martabak spesial ayam keju dong 2k,martabak spesial ayam keju,1,2500,2500
10 PORCY CORN DOG MIX AJA KAK HRGA 8K,corn dog mix,10,8000,80000
Beli tiga beef cheese roll hrganya 11500,beef cheese roll,3,11500,34500
BISA GAK ORDER 5 PORSI EMPAL TEMPE PENYET HARGA RP. 30500,empal tempe penyet,5,30500,152500
pesan oolong tea sebanyak dua harga rp41000,oolong tea,2,41000,82000
hehe kak 5 mango  watermelon m rp33500 ya,mango  watermelon m,5,33500,167500
NITIP KOPI TUBRUK YA 5 PORSI AJA HARGA RP24500,kopi tubruk,5,24500,122500
"ROTI CHOCO PURPLE 10 YA KAK, HARGA HARGANYA 9500",roti choco purple,10,9500,95000
beli empat cookies cream 34k,cookies cream,4,34500,138000
Ygy mau pesen 5 beras setengah giling dng,beras setengah giling,5,49000,245000
ORDER DUA PORSI BUNGKIL BIJI KARET TOTAL 63K,bungkil biji karet,2,31500,63000
Mau donkg satu choco pandan pudding harga rp48500,choco pandan pudding,1,48500,48500
wkwk order sexyroni 1 biji pcs harga 31000,sexyroni,1,31000,31000
halo kak mau belli lima porsi bangket mutiara harganya 5k,bangket mutiara,5,5500,27500
BELI SATU ES SUSU VANILA 6000 RB,es susu vanila,1,6000,6000
Mau donkg 2 porsi tbone nz harga 13500,tbone nz,2,13500,27000
Pesan tepung singkong tapioka sebanyak 10 hrg 46 ribu,tepung singkong tapioka,10,46500,465000
order mie ayam bakso hw 10 porsi pcs harga 49k,mie ayam bakso hw,10,49500,495000
Ygy pesen perkedel jagung sebanyak 3 harga rp. 30500,perkedel jagung,3,30500,91500
"ICE CAFE VANILLA LATTE TIGA YA KAK, HARGA 14000",ice cafe vanilla latte,3,14000,42000
"Spicy nama sake roll sepuluh ya kak, harga 28 ribu",spicy nama sake roll,10,28000,280000
Loh kak ada es susu pandan m? mau empat rp. 25500,es susu pandan m,4,25500,102000
"Btw pesen sepuluh ropang pisang keju susu kak, total rp465000",ropang pisang keju susu,10,46500,465000
ORDER 1 PORSI PISANG GORENG COKLAT KEJU TOTAL RP49500,pisang goreng coklat keju,1,49500,49500
"Pesen dua potato cumi panggang koreancumi panggang kak, total 62 rib",potato cumi panggang koreancumi panggang,2,31000,62000
"sate kambing 4 porsi ya kak, harga 47 ribu",sate kambing,4,47000,188000
Mau pesen 10 pizza roll donk,pizza roll,10,2000,20000
beli matcha milk ice dulu tiga 38 ribu,matcha milk ice,3,38500,115500
kak dua porsi red burger spicy rp. 48500 ya,red burger spicy,2,48500,97000
Btw bly cold drink milo dulu 5 42 rbu,cold drink milo,5,42000,210000
PESAN DONAT KENTANG MEDIUM SEBANYAK SEPORCY HARGA HARGA 47K,donat kentang medium,1,47000,47000
"MAU DUA FRAISE ANANAS, RP 21000 KAN?",fraise ananas,2,21000,42000
mau pesen 3 nastar medium dong,nastar medium,3,19500,58500
SIH PESAN SANAS 5 RP. 8500,sanas,5,8500,42500
beli 4 honey milk tea m 33000,honey milk tea m,4,33000,132000
Nitip pork belly buns ya empat aja harga harganya 42500,pork belly buns,4,42500,170000
fyi mau pesen 1 biji banoffee tart dong,banoffee tart,1,24000,24000
5 banana choco cheese berapa kak?,banana choco cheese,5,35000,175000
ORDER ICE COCONUT COFFEE 1 BIJI PCS HARGA RP 10500,ice coconut coffee,1,10500,10500
WKWK HALO KAK MAU BELI 10 PORSI MOZARELA STICK HARGANYA 43500 RB,mozarela stick,10,43500,435000
4 korean fried pork bowl berapa kak?,korean fried pork bowl,4,39000,156000
Kak ada roti lady finger beef? mau 4 porcy 49500 rb,roti lady finger beef,4,49500,198000
10 nasi putih aja kak harga rp. 30500,nasi putih,10,30500,305000
wkwk kak tiga porsi tehasoygeboy banana rp3500 ya,tehasoygeboy banana,3,3500,10500
KAK TIGA NASI MANDHI RP22000 YA,nasi mandhi,3,22000,66000
beli 4 porsi hotdog single rp 22500,hotdog single,4,22500,90000
MAU DONKG 10 PORSI KOPI PANDAN HARGA RP44500,kopi pandan,10,44500,445000
BTW PESAN PRAMBANAN SEBANYAK 1 HARGA RP. 30500,prambanan,1,30500,30500
LOH KAK MINTA DUA PORCY KUAH BABAT YA HARGA HARGA 4K,kuah babat,2,4000,8000
HEHE KAK 3 PORSI KLEPON COCONUT CRUNCH RP27500 YA,klepon coconut crunch,3,27500,82500
MAU PESEN 4 PORSI SALE PISANG SIAM DONK,sale pisang siam,4,9500,38000
mau pesen 2 iced orange juice ukuran m dong,iced orange juice ukuran m,2,14000,28000
KAK 1 BERRY LOVE POTION RP21000 YA,berry love potion,1,21000,21000
Loh order nila saus tiramlalapan segarsambal tiga pcs harga harganya 10500,nila saus tiramlalapan segarsambal,3,10500,31500
HEHE PESAN COFFEE JELLY LIMA HARGANYA 38500,coffee jelly,5,38500,192500
BTW BELI TIGA CALZONE SMOKED BEEF SPICY RP 44000,calzone smoked beef spicy,3,44000,132000
4 SCONES BERAPA KAK?,scones,4,33000,132000
3 porcy sweet choco cake aja kak hrga harganya 47000,sweet choco cake,3,47000,141000
SIH MAU DONGG DUA PORSI SUSUPAN HARGA RP14000,susupan,2,14000,28000
Mau pesen 2 choco wording dong,choco wording,2,31000,62000
Order classic mojito 5 pcs harga 24 ribu,classic mojito,5,24500,122500
loh 1 nasi kebuli ayam dada berapa kak?,nasi kebuli ayam dada,1,43500,43500
Kak minta lima porsi kopi avocado x lokalate ya harga 35 ribu,kopi avocado x lokalate,5,35000,175000
Kak ada indomie rebus telur? mau seporsi 8000 rb,indomie rebus telur,1,8000,8000
HEHE NITIP ICE KOPI SUSU KELUARGA YA 10 PORSI AJA HARGA HARGANYA 19000,ice kopi susu keluarga,10,19000,190000
"Ygy mau 2 biji cheesy fries, hrgnya 46500 kan?",cheesy fries,2,46500,93000
kak 2 salmon miso yaki harganya 44500 ya,salmon miso yaki,2,44500,89000
"Btw mau 5 porsi aw, 32000 kan?",aw,5,32000,160000
"Nih pesen 2 biji kwitiaw goreng kak, total rp. 68000",kwitiaw goreng,2,34000,68000
"My cheese from the star 5 porsi ya kak, harga harganya 44000",my cheese from the star,5,44000,220000
