"text";"orders";"orders_str";"num_items";"grand_total"
"satu matcha espresso cold rp 22500";"[{""product"":""matcha espresso cold"",""quantity"":1,""price"":22500,""total_price"":22500}]";"matcha espresso cold:1:22500";"1";"22500"
"seporsi herbs stick Rp44500";"[{""product"":""herbs stick"",""quantity"":1,""price"":44500,""total_price"":44500}]";"herbs stick:1:44500";"1";"44500"
"seporsi risoles smoked rp 6500";"[{""product"":""risoles smoked"",""quantity"":1,""price"":6500,""total_price"":6500}]";"risoles smoked:1:6500";"1";"6500"
"kak 5 lemon madu special rp 16000";"[{""product"":""lemon madu special"",""quantity"":5,""price"":16000,""total_price"":80000}]";"lemon madu special:5:16000";"1";"80000"
"wkwk seporsi cheezy fries 35500 + 1 milkis strawberry rp 24000";"[{""product"":""cheezy fries"",""quantity"":1,""price"":35500,""total_price"":35500},{""product"":""milkis strawberry"",""quantity"":1,""price"":24000,""total_price"":24000}]";"cheezy fries:1:35500|milkis strawberry:1:24000";"2";"59500"
"satu renggi goreng rp 27500 dan seporsi the og rp 31000";"[{""product"":""renggi goreng"",""quantity"":1,""price"":27500,""total_price"":27500},{""product"":""the og"",""quantity"":1,""price"":31000,""total_price"":31000}]";"renggi goreng:1:27500|the og:1:31000";"2";"58500"
"kak 1 tahu bolak balik rp 44000 sama 5 fragolata rp 19000";"[{""product"":""tahu bolak balik"",""quantity"":1,""price"":44000,""total_price"":44000},{""product"":""fragolata"",""quantity"":5,""price"":19000,""total_price"":95000}]";"tahu bolak balik:1:44000|fragolata:5:19000";"2";"139000"
"wkwk 1 bolu gulung pandan topping keju 17000 + taro milk bubble Rp29500 + 1 gyodon Rp42500";"[{""product"":""bolu gulung pandan topping keju"",""quantity"":1,""price"":17000,""total_price"":17000},{""product"":""taro milk bubble"",""quantity"":1,""price"":29500,""total_price"":29500},{""product"":""gyodon"",""quantity"":1,""price"":42500,""total_price"":42500}]";"bolu gulung pandan topping keju:1:17000|taro milk bubble:1:29500|gyodon:1:42500";"3";"89000"
"1 im sorry 11500";"[{""product"":""im sorry"",""quantity"":1,""price"":11500,""total_price"":11500}]";"im sorry:1:11500";"1";"11500"
"satu mango milk tea creamy 29000 dan 2 sate padang jantung Rp14500";"[{""product"":""mango milk tea creamy"",""quantity"":1,""price"":29000,""total_price"":29000},{""product"":""sate padang jantung"",""quantity"":2,""price"":14500,""total_price"":29000}]";"mango milk tea creamy:1:29000|sate padang jantung:2:14500";"2";"58000"
"kak 2 kopi matcha 43000";"[{""product"":""kopi matcha"",""quantity"":2,""price"":43000,""total_price"":86000}]";"kopi matcha:2:43000";"1";"86000"
"satu blueberry ice shaken rp 6000 sama 4 cap katespepaya rp 25000";"[{""product"":""blueberry ice shaken"",""quantity"":1,""price"":6000,""total_price"":6000},{""product"":""cap katespepaya"",""quantity"":4,""price"":25000,""total_price"":100000}]";"blueberry ice shaken:1:6000|cap katespepaya:4:25000";"2";"106000"
"wkwk seporsi cumi crispy rp 9500 + seporsi ikan turi segar 35500 + 1 chocolate hot Rp17000";"[{""product"":""cumi crispy"",""quantity"":1,""price"":9500,""total_price"":9500},{""product"":""ikan turi segar"",""quantity"":1,""price"":35500,""total_price"":35500},{""product"":""chocolate hot"",""quantity"":1,""price"":17000,""total_price"":17000}]";"cumi crispy:1:9500|ikan turi segar:1:35500|chocolate hot:1:17000";"3";"62000"
"kak 1 ikan tipis Rp13000 dan satu pudding fruit cocktail Rp30000";"[{""product"":""ikan tipis"",""quantity"":1,""price"":13000,""total_price"":13000},{""product"":""pudding fruit cocktail"",""quantity"":1,""price"":30000,""total_price"":30000}]";"ikan tipis:1:13000|pudding fruit cocktail:1:30000";"2";"43000"
"wkwk 2 nasi sayur asem rp 22000";"[{""product"":""nasi sayur asem"",""quantity"":2,""price"":22000,""total_price"":44000}]";"nasi sayur asem:2:22000";"1";"44000"
"kak seporsi kopi luwak dingin rp 25500 + 3 dakdoritang 43000";"[{""product"":""kopi luwak dingin"",""quantity"":1,""price"":25500,""total_price"":25500},{""product"":""dakdoritang"",""quantity"":3,""price"":43000,""total_price"":129000}]";"kopi luwak dingin:1:25500|dakdoritang:3:43000";"2";"154500"
"kak satu blue raspberry cheese ice cream rp 21500 dan 2 porsi intip goreng 25000";"[{""product"":""blue raspberry cheese ice cream"",""quantity"":1,""price"":21500,""total_price"":21500},{""product"":""intip goreng"",""quantity"":2,""price"":25000,""total_price"":50000}]";"blue raspberry cheese ice cream:1:21500|intip goreng:2:25000";"2";"71500"
"wkwk 4 orange chicken 18000 + 1 aster cake 21000";"[{""product"":""orange chicken"",""quantity"":4,""price"":18000,""total_price"":72000},{""product"":""aster cake"",""quantity"":1,""price"":21000,""total_price"":21000}]";"orange chicken:4:18000|aster cake:1:21000";"2";"93000"
"wkwk dua pergedel jagung Rp7000";"[{""product"":""pergedel jagung"",""quantity"":2,""price"":7000,""total_price"":14000}]";"pergedel jagung:2:7000";"1";"14000"
"wkwk 2 mie sop medan ayambaso rp 12000";"[{""product"":""mie sop medan ayambaso"",""quantity"":2,""price"":12000,""total_price"":24000}]";"mie sop medan ayambaso:2:12000";"1";"24000"
"wkwk 2 porsi potato saos kejusaos keju Rp49000";"[{""product"":""potato saos kejusaos keju"",""quantity"":2,""price"":49000,""total_price"":98000}]";"potato saos kejusaos keju:2:49000";"1";"98000"
"kak 2 blackcurrent mint Rp42000";"[{""product"":""blackcurrent mint"",""quantity"":2,""price"":42000,""total_price"":84000}]";"blackcurrent mint:2:42000";"1";"84000"
"dua gurami panggang kecap 38500";"[{""product"":""gurami panggang kecap"",""quantity"":2,""price"":38500,""total_price"":77000}]";"gurami panggang kecap:2:38500";"1";"77000"
"wkwk tiga corn pizza Rp22000";"[{""product"":""corn pizza"",""quantity"":3,""price"":22000,""total_price"":66000}]";"corn pizza:3:22000";"1";"66000"
"dua es permen karet suroboyo large 20000";"[{""product"":""es permen karet suroboyo large"",""quantity"":2,""price"":20000,""total_price"":40000}]";"es permen karet suroboyo large:2:20000";"1";"40000"
"kak 3 otakotak mercon 3000";"[{""product"":""otakotak mercon"",""quantity"":3,""price"":3000,""total_price"":9000}]";"otakotak mercon:3:3000";"1";"9000"
"wkwk 5 ifumie kuah  goreng Rp18500 + 2 ceker recheese refftwo rp 5000";"[{""product"":""ifumie kuah  goreng"",""quantity"":5,""price"":18500,""total_price"":92500},{""product"":""ceker recheese refftwo"",""quantity"":2,""price"":5000,""total_price"":10000}]";"ifumie kuah  goreng:5:18500|ceker recheese refftwo:2:5000";"2";"102500"
"5 ceker saos bbq 38000";"[{""product"":""ceker saos bbq"",""quantity"":5,""price"":38000,""total_price"":190000}]";"ceker saos bbq:5:38000";"1";"190000"
"kak tiga saitama furai ramen 9500";"[{""product"":""saitama furai ramen"",""quantity"":3,""price"":9500,""total_price"":28500}]";"saitama furai ramen:3:9500";"1";"28500"
"wkwk satu kepiting mix kerang salome 26000";"[{""product"":""kepiting mix kerang salome"",""quantity"":1,""price"":26000,""total_price"":26000}]";"kepiting mix kerang salome:1:26000";"1";"26000"
"satu kriboo crispy rp 11000 sama fried nori teriyaki roll Rp17000";"[{""product"":""kriboo crispy"",""quantity"":1,""price"":11000,""total_price"":11000},{""product"":""fried nori teriyaki roll"",""quantity"":1,""price"":17000,""total_price"":17000}]";"kriboo crispy:1:11000|fried nori teriyaki roll:1:17000";"2";"28000"
"kak sambel pencit Rp10500";"[{""product"":""sambel pencit"",""quantity"":1,""price"":10500,""total_price"":10500}]";"sambel pencit:1:10500";"1";"10500"
"wkwk dua odeng saos besar Rp6500 sama puding 5000";"[{""product"":""odeng saos besar"",""quantity"":2,""price"":6500,""total_price"":13000},{""product"":""puding"",""quantity"":1,""price"":5000,""total_price"":5000}]";"odeng saos besar:2:6500|puding:1:5000";"2";"18000"
"kak satu big breakfast 21000 sama 5 anggur Rp10000 sama 5 kacang mekah polong segar 39000";"[{""product"":""big breakfast"",""quantity"":1,""price"":21000,""total_price"":21000},{""product"":""anggur"",""quantity"":5,""price"":10000,""total_price"":50000},{""product"":""kacang mekah polong segar"",""quantity"":5,""price"":39000,""total_price"":195000}]";"big breakfast:1:21000|anggur:5:10000|kacang mekah polong segar:5:39000";"3";"266000"
"wkwk seporsi schweppes soda water Rp29500 sama corndog original mix sosis moza rp 22000 sama ceres Rp33500";"[{""product"":""schweppes soda water"",""quantity"":1,""price"":29500,""total_price"":29500},{""product"":""corndog original mix sosis moza"",""quantity"":1,""price"":22000,""total_price"":22000},{""product"":""ceres"",""quantity"":1,""price"":33500,""total_price"":33500}]";"schweppes soda water:1:29500|corndog original mix sosis moza:1:22000|ceres:1:33500";"3";"85000"
"1 keju slice Rp22000 dan dua kelapa setengah tua daging 11500 dan seporsi tahu kribo 42500";"[{""product"":""keju slice"",""quantity"":1,""price"":22000,""total_price"":22000},{""product"":""kelapa setengah tua daging"",""quantity"":2,""price"":11500,""total_price"":23000},{""product"":""tahu kribo"",""quantity"":1,""price"":42500,""total_price"":42500}]";"keju slice:1:22000|kelapa setengah tua daging:2:11500|tahu kribo:1:42500";"3";"87500"
"wkwk 1 bebek gorengbakar paha Rp47000";"[{""product"":""bebek gorengbakar paha"",""quantity"":1,""price"":47000,""total_price"":47000}]";"bebek gorengbakar paha:1:47000";"1";"47000"
"wkwk seporsi spaghetti supreme Rp37500 dan satu belgian choco oat milk boba 9000 dan 3 roti canai keju 9500";"[{""product"":""spaghetti supreme"",""quantity"":1,""price"":37500,""total_price"":37500},{""product"":""belgian choco oat milk boba"",""quantity"":1,""price"":9000,""total_price"":9000},{""product"":""roti canai keju"",""quantity"":3,""price"":9500,""total_price"":28500}]";"spaghetti supreme:1:37500|belgian choco oat milk boba:1:9000|roti canai keju:3:9500";"3";"75000"
"wkwk seporsi sup asparagus daging kepiting s rp 39000 dan 1 kiji elevated garlic cheese 35500";"[{""product"":""sup asparagus daging kepiting s"",""quantity"":1,""price"":39000,""total_price"":39000},{""product"":""kiji elevated garlic cheese"",""quantity"":1,""price"":35500,""total_price"":35500}]";"sup asparagus daging kepiting s:1:39000|kiji elevated garlic cheese:1:35500";"2";"74500"
"kak dua spice n dice dessert Rp3500";"[{""product"":""spice n dice dessert"",""quantity"":2,""price"":3500,""total_price"":7000}]";"spice n dice dessert:2:3500";"1";"7000"
"1 nasi penyet terong 22500";"[{""product"":""nasi penyet terong"",""quantity"":1,""price"":22500,""total_price"":22500}]";"nasi penyet terong:1:22500";"1";"22500"
"satu siomay salmon rp 40000";"[{""product"":""siomay salmon"",""quantity"":1,""price"":40000,""total_price"":40000}]";"siomay salmon:1:40000";"1";"40000"
"1 sabbath single Rp43000 sama 1 mie babat Rp49500 sama cookies semprit mini 7500";"[{""product"":""sabbath single"",""quantity"":1,""price"":43000,""total_price"":43000},{""product"":""mie babat"",""quantity"":1,""price"":49500,""total_price"":49500},{""product"":""cookies semprit mini"",""quantity"":1,""price"":7500,""total_price"":7500}]";"sabbath single:1:43000|mie babat:1:49500|cookies semprit mini:1:7500";"3";"100000"
"kak honeydew oat brulee rp 20000";"[{""product"":""honeydew oat brulee"",""quantity"":1,""price"":20000,""total_price"":20000}]";"honeydew oat brulee:1:20000";"1";"20000"
"tiga sosiz mozarella rp 45500";"[{""product"":""sosiz mozarella"",""quantity"":3,""price"":45500,""total_price"":136500}]";"sosiz mozarella:3:45500";"1";"136500"
"wkwk nasi gorengtelor Rp26500 sama seporsi susu mango 40000";"[{""product"":""nasi gorengtelor"",""quantity"":1,""price"":26500,""total_price"":26500},{""product"":""susu mango"",""quantity"":1,""price"":40000,""total_price"":40000}]";"nasi gorengtelor:1:26500|susu mango:1:40000";"2";"66500"
"wkwk rice bowl chicken fillet balado rp 31500 + 2 porsi rabbit candy crispy donuth 45500";"[{""product"":""rice bowl chicken fillet balado"",""quantity"":1,""price"":31500,""total_price"":31500},{""product"":""rabbit candy crispy donuth"",""quantity"":2,""price"":45500,""total_price"":91000}]";"rice bowl chicken fillet balado:1:31500|rabbit candy crispy donuth:2:45500";"2";"122500"
"kak satu tawar wortel 7000 sama 4 cap nanas merah 21000";"[{""product"":""tawar wortel"",""quantity"":1,""price"":7000,""total_price"":7000},{""product"":""cap nanas merah"",""quantity"":4,""price"":21000,""total_price"":84000}]";"tawar wortel:1:7000|cap nanas merah:4:21000";"2";"91000"
"wkwk 1 tauge 37000 sama ramerame mandhi ayam rp 34500";"[{""product"":""tauge"",""quantity"":1,""price"":37000,""total_price"":37000},{""product"":""ramerame mandhi ayam"",""quantity"":1,""price"":34500,""total_price"":34500}]";"tauge:1:37000|ramerame mandhi ayam:1:34500";"2";"71500"
"seporsi kacang kedelai goreng rp 7000";"[{""product"":""kacang kedelai goreng"",""quantity"":1,""price"":7000,""total_price"":7000}]";"kacang kedelai goreng:1:7000";"1";"7000"
"wkwk dua sarsaparilla rp 4500 + esteh susu nusaberry rp 22000";"[{""product"":""sarsaparilla"",""quantity"":2,""price"":4500,""total_price"":9000},{""product"":""esteh susu nusaberry"",""quantity"":1,""price"":22000,""total_price"":22000}]";"sarsaparilla:2:4500|esteh susu nusaberry:1:22000";"2";"31000"
"1 kentang plus burger 15500";"[{""product"":""kentang plus burger"",""quantity"":1,""price"":15500,""total_price"":15500}]";"kentang plus burger:1:15500";"1";"15500"
"kak 1 katetong mocha rp 27000 sama choco cheese with coca cola rp 43500 sama seporsi rice bowl rp 27500";"[{""product"":""katetong mocha"",""quantity"":1,""price"":27000,""total_price"":27000},{""product"":""choco cheese with coca cola"",""quantity"":1,""price"":43500,""total_price"":43500},{""product"":""rice bowl"",""quantity"":1,""price"":27500,""total_price"":27500}]";"katetong mocha:1:27000|choco cheese with coca cola:1:43500|rice bowl:1:27500";"3";"98000"
"wkwk 2 porsi nasi gembung asam pedas Rp45000";"[{""product"":""nasi gembung asam pedas"",""quantity"":2,""price"":45000,""total_price"":90000}]";"nasi gembung asam pedas:2:45000";"1";"90000"
"ayam goreng mbok berek dada 46500";"[{""product"":""ayam goreng mbok berek dada"",""quantity"":1,""price"":46500,""total_price"":46500}]";"ayam goreng mbok berek dada:1:46500";"1";"46500"
"dua dalgona coffee rp 42000";"[{""product"":""dalgona coffee"",""quantity"":2,""price"":42000,""total_price"":84000}]";"dalgona coffee:2:42000";"1";"84000"
"sate barbar ayam 3000";"[{""product"":""sate barbar ayam"",""quantity"":1,""price"":3000,""total_price"":3000}]";"sate barbar ayam:1:3000";"1";"3000"
"wkwk satu roti kombinasi Rp39000 dan satu soda lime 38000";"[{""product"":""roti kombinasi"",""quantity"":1,""price"":39000,""total_price"":39000},{""product"":""soda lime"",""quantity"":1,""price"":38000,""total_price"":38000}]";"roti kombinasi:1:39000|soda lime:1:38000";"2";"77000"
"kak 5 redvelvet creamy premium rp 49000";"[{""product"":""redvelvet creamy premium"",""quantity"":5,""price"":49000,""total_price"":245000}]";"redvelvet creamy premium:5:49000";"1";"245000"
"kak kwitiaw kungfu rp 33000";"[{""product"":""kwitiaw kungfu"",""quantity"":1,""price"":33000,""total_price"":33000}]";"kwitiaw kungfu:1:33000";"1";"33000"
"kak 2 porsi sop kool dan wortel 3000 sama satu ikan gurami pedas manis Rp37000";"[{""product"":""sop kool dan wortel"",""quantity"":2,""price"":3000,""total_price"":6000},{""product"":""ikan gurami pedas manis"",""quantity"":1,""price"":37000,""total_price"":37000}]";"sop kool dan wortel:2:3000|ikan gurami pedas manis:1:37000";"2";"43000"
"kak 2 porsi cireng mozarella rasa balado 24000 dan satu spaghetti sapi lada hitam Rp3000";"[{""product"":""cireng mozarella rasa balado"",""quantity"":2,""price"":24000,""total_price"":48000},{""product"":""spaghetti sapi lada hitam"",""quantity"":1,""price"":3000,""total_price"":3000}]";"cireng mozarella rasa balado:2:24000|spaghetti sapi lada hitam:1:3000";"2";"51000"
"wkwk 1 roti abon ayam rp 39500";"[{""product"":""roti abon ayam"",""quantity"":1,""price"":39500,""total_price"":39500}]";"roti abon ayam:1:39500";"1";"39500"
"tiga seafood mix asam manis 28500 sama tiga corndog mozarella matcha oreo rp 32000";"[{""product"":""seafood mix asam manis"",""quantity"":3,""price"":28500,""total_price"":85500},{""product"":""corndog mozarella matcha oreo"",""quantity"":3,""price"":32000,""total_price"":96000}]";"seafood mix asam manis:3:28500|corndog mozarella matcha oreo:3:32000";"2";"181500"
"cappucino vanilla dingin Rp12000 dan 2 smoked beef cheese burger Rp28500";"[{""product"":""cappucino vanilla dingin"",""quantity"":1,""price"":12000,""total_price"":12000},{""product"":""smoked beef cheese burger"",""quantity"":2,""price"":28500,""total_price"":57000}]";"cappucino vanilla dingin:1:12000|smoked beef cheese burger:2:28500";"2";"69000"
"satu ayam sambal rica set rp 24500";"[{""product"":""ayam sambal rica set"",""quantity"":1,""price"":24500,""total_price"":24500}]";"ayam sambal rica set:1:24500";"1";"24500"
"wkwk tiga strawberry candy rp 29500 sama basil seed 9500";"[{""product"":""strawberry candy"",""quantity"":3,""price"":29500,""total_price"":88500},{""product"":""basil seed"",""quantity"":1,""price"":9500,""total_price"":9500}]";"strawberry candy:3:29500|basil seed:1:9500";"2";"98000"
"kak 1 nasi ayam lava pedas 46000 dan 3 bihun goreng telur 47000 dan unicorn character cake rp 31000";"[{""product"":""nasi ayam lava pedas"",""quantity"":1,""price"":46000,""total_price"":46000},{""product"":""bihun goreng telur"",""quantity"":3,""price"":47000,""total_price"":141000},{""product"":""unicorn character cake"",""quantity"":1,""price"":31000,""total_price"":31000}]";"nasi ayam lava pedas:1:46000|bihun goreng telur:3:47000|unicorn character cake:1:31000";"3";"218000"
"wkwk beras giling mentah Rp15000 + 4 suka ikan gurami sedang rp 48500";"[{""product"":""beras giling mentah"",""quantity"":1,""price"":15000,""total_price"":15000},{""product"":""suka ikan gurami sedang"",""quantity"":4,""price"":48500,""total_price"":194000}]";"beras giling mentah:1:15000|suka ikan gurami sedang:4:48500";"2";"209000"
"chicken omurice 23000";"[{""product"":""chicken omurice"",""quantity"":1,""price"":23000,""total_price"":23000}]";"chicken omurice:1:23000";"1";"23000"
"wkwk 2 poached egg Rp17500";"[{""product"":""poached egg"",""quantity"":2,""price"":17500,""total_price"":35000}]";"poached egg:2:17500";"1";"35000"
"wkwk seporsi cappucino bubble Rp50000";"[{""product"":""cappucino bubble"",""quantity"":1,""price"":50000,""total_price"":50000}]";"cappucino bubble:1:50000";"1";"50000"
"kak 1 dissert bluberry Rp10500 sama tiga teh tarik dingin rp 28000";"[{""product"":""dissert bluberry"",""quantity"":1,""price"":10500,""total_price"":10500},{""product"":""teh tarik dingin"",""quantity"":3,""price"":28000,""total_price"":84000}]";"dissert bluberry:1:10500|teh tarik dingin:3:28000";"2";"94500"
"kak 2 porsi roti coklat keju istimewa 6000 + danish apple cheese Rp27500 + 5 ayam asam manis 29500";"[{""product"":""roti coklat keju istimewa"",""quantity"":2,""price"":6000,""total_price"":12000},{""product"":""danish apple cheese"",""quantity"":1,""price"":27500,""total_price"":27500},{""product"":""ayam asam manis"",""quantity"":5,""price"":29500,""total_price"":147500}]";"roti coklat keju istimewa:2:6000|danish apple cheese:1:27500|ayam asam manis:5:29500";"3";"187000"
"kak 5 bola salmon Rp28500";"[{""product"":""bola salmon"",""quantity"":5,""price"":28500,""total_price"":142500}]";"bola salmon:5:28500";"1";"142500"
"wkwk dua lumpia jepang 24000";"[{""product"":""lumpia jepang"",""quantity"":2,""price"":24000,""total_price"":48000}]";"lumpia jepang:2:24000";"1";"48000"
"wkwk 1 daun jambu mete muda Rp36500 + 2 porsi pempek kelesan rp 43500";"[{""product"":""daun jambu mete muda"",""quantity"":1,""price"":36500,""total_price"":36500},{""product"":""pempek kelesan"",""quantity"":2,""price"":43500,""total_price"":87000}]";"daun jambu mete muda:1:36500|pempek kelesan:2:43500";"2";"123500"
"wkwk 3 goreng otak otak bandeng rp 4000";"[{""product"":""goreng otak otak bandeng"",""quantity"":3,""price"":4000,""total_price"":12000}]";"goreng otak otak bandeng:3:4000";"1";"12000"
"5 coklat tiramisu Rp15500 dan taoge goreng rp 35000";"[{""product"":""coklat tiramisu"",""quantity"":5,""price"":15500,""total_price"":77500},{""product"":""taoge goreng"",""quantity"":1,""price"":35000,""total_price"":35000}]";"coklat tiramisu:5:15500|taoge goreng:1:35000";"2";"112500"
"wkwk 1 the lemmy rp 21000";"[{""product"":""the lemmy"",""quantity"":1,""price"":21000,""total_price"":21000}]";"the lemmy:1:21000";"1";"21000"
"wkwk tiga bolu gulung special keju rp 42000";"[{""product"":""bolu gulung special keju"",""quantity"":3,""price"":42000,""total_price"":126000}]";"bolu gulung special keju:3:42000";"1";"126000"
"wkwk seporsi coklat 49000";"[{""product"":""coklat"",""quantity"":1,""price"":49000,""total_price"":49000}]";"coklat:1:49000";"1";"49000"
"satu xavier snow white bird nest rp 44500 sama 2 porsi tempe  tahu rp 38500 sama 2 porsi ikan mujaer 26000";"[{""product"":""xavier snow white bird nest"",""quantity"":1,""price"":44500,""total_price"":44500},{""product"":""tempe  tahu"",""quantity"":2,""price"":38500,""total_price"":77000},{""product"":""ikan mujaer"",""quantity"":2,""price"":26000,""total_price"":52000}]";"xavier snow white bird nest:1:44500|tempe  tahu:2:38500|ikan mujaer:2:26000";"3";"173500"
"tiga gado  gado spesial 31000";"[{""product"":""gado  gado spesial"",""quantity"":3,""price"":31000,""total_price"":93000}]";"gado  gado spesial:3:31000";"1";"93000"
"wkwk pisang keju nanas 29000";"[{""product"":""pisang keju nanas"",""quantity"":1,""price"":29000,""total_price"":29000}]";"pisang keju nanas:1:29000";"1";"29000"
"kak dua nasi jasio siobak manis rp 39500";"[{""product"":""nasi jasio siobak manis"",""quantity"":2,""price"":39500,""total_price"":79000}]";"nasi jasio siobak manis:2:39500";"1";"79000"
"wkwk 5 spicy garlic chicken rp 48500 + 5 puding coklat 11000";"[{""product"":""spicy garlic chicken"",""quantity"":5,""price"":48500,""total_price"":242500},{""product"":""puding coklat"",""quantity"":5,""price"":11000,""total_price"":55000}]";"spicy garlic chicken:5:48500|puding coklat:5:11000";"2";"297500"
"wkwk 3 susu susanti jeruk mandarin 46000";"[{""product"":""susu susanti jeruk mandarin"",""quantity"":3,""price"":46000,""total_price"":138000}]";"susu susanti jeruk mandarin:3:46000";"1";"138000"
"wkwk 4 double og bronx burger rp 9500";"[{""product"":""double og bronx burger"",""quantity"":4,""price"":9500,""total_price"":38000}]";"double og bronx burger:4:9500";"1";"38000"
"wkwk kwetiauw goreng sapi Rp9500";"[{""product"":""kwetiauw goreng sapi"",""quantity"":1,""price"":9500,""total_price"":9500}]";"kwetiauw goreng sapi:1:9500";"1";"9500"
"wkwk soft pudding red velvet rp 11000";"[{""product"":""soft pudding red velvet"",""quantity"":1,""price"":11000,""total_price"":11000}]";"soft pudding red velvet:1:11000";"1";"11000"
"wkwk lupis ketan rp 2000 sama krokot Rp6000 sama tiga ice blended chocolate rp 32500";"[{""product"":""lupis ketan"",""quantity"":1,""price"":2000,""total_price"":2000},{""product"":""krokot"",""quantity"":1,""price"":6000,""total_price"":6000},{""product"":""ice blended chocolate"",""quantity"":3,""price"":32500,""total_price"":97500}]";"lupis ketan:1:2000|krokot:1:6000|ice blended chocolate:3:32500";"3";"105500"
"kak 2 porsi semut hitam afrika kapsui Rp42500 sama satu cotta chick pick 44500";"[{""product"":""semut hitam afrika kapsui"",""quantity"":2,""price"":42500,""total_price"":85000},{""product"":""cotta chick pick"",""quantity"":1,""price"":44500,""total_price"":44500}]";"semut hitam afrika kapsui:2:42500|cotta chick pick:1:44500";"2";"129500"
"satu pisang rp 23500";"[{""product"":""pisang"",""quantity"":1,""price"":23500,""total_price"":23500}]";"pisang:1:23500";"1";"23500"
"3 kopi kahlua rp 38500 + 2 porsi catchy nougat rp 21500";"[{""product"":""kopi kahlua"",""quantity"":3,""price"":38500,""total_price"":115500},{""product"":""catchy nougat"",""quantity"":2,""price"":21500,""total_price"":43000}]";"kopi kahlua:3:38500|catchy nougat:2:21500";"2";"158500"
"5 fuyunghay rp 38000";"[{""product"":""fuyunghay"",""quantity"":5,""price"":38000,""total_price"":190000}]";"fuyunghay:5:38000";"1";"190000"
"ayam sewir bejeg ijo Rp3000";"[{""product"":""ayam sewir bejeg ijo"",""quantity"":1,""price"":3000,""total_price"":3000}]";"ayam sewir bejeg ijo:1:3000";"1";"3000"
"tiga roti kacang almond Rp27500 sama satu capcay saus tiram Rp3000";"[{""product"":""roti kacang almond"",""quantity"":3,""price"":27500,""total_price"":82500},{""product"":""capcay saus tiram"",""quantity"":1,""price"":3000,""total_price"":3000}]";"roti kacang almond:3:27500|capcay saus tiram:1:3000";"2";"85500"
"satu teh original 7500";"[{""product"":""teh original"",""quantity"":1,""price"":7500,""total_price"":7500}]";"teh original:1:7500";"1";"7500"
"wkwk daging asap Rp11500";"[{""product"":""daging asap"",""quantity"":1,""price"":11500,""total_price"":11500}]";"daging asap:1:11500";"1";"11500"
"mie biasa Rp21000";"[{""product"":""mie biasa"",""quantity"":1,""price"":21000,""total_price"":21000}]";"mie biasa:1:21000";"1";"21000"
"1 mie ayam jamur 5000";"[{""product"":""mie ayam jamur"",""quantity"":1,""price"":5000,""total_price"":5000}]";"mie ayam jamur:1:5000";"1";"5000"
"wkwk seporsi soy garlic kchicken bowl 26500";"[{""product"":""soy garlic kchicken bowl"",""quantity"":1,""price"":26500,""total_price"":26500}]";"soy garlic kchicken bowl:1:26500";"1";"26500"
"kak satu twister Rp3500";"[{""product"":""twister"",""quantity"":1,""price"":3500,""total_price"":3500}]";"twister:1:3500";"1";"3500"
"5 ayam semurpotong 17500 dan 2 porsi keripik tempe abadi sedang rp 10000 dan satu udang asam manis original rp 30500";"[{""product"":""ayam semurpotong"",""quantity"":5,""price"":17500,""total_price"":87500},{""product"":""keripik tempe abadi sedang"",""quantity"":2,""price"":10000,""total_price"":20000},{""product"":""udang asam manis original"",""quantity"":1,""price"":30500,""total_price"":30500}]";"ayam semurpotong:5:17500|keripik tempe abadi sedang:2:10000|udang asam manis original:1:30500";"3";"138000"
"wkwk 2 porsi es kopi gula aren rp 29000";"[{""product"":""es kopi gula aren"",""quantity"":2,""price"":29000,""total_price"":58000}]";"es kopi gula aren:2:29000";"1";"58000"
"5 sate taichan kulit 43500";"[{""product"":""sate taichan kulit"",""quantity"":5,""price"":43500,""total_price"":217500}]";"sate taichan kulit:5:43500";"1";"217500"
"kak tiga small ice original thai tea 24000 dan 3 kimchi fried rice mandu rp 39000 dan tiga jus melon rp 4500";"[{""product"":""small ice original thai tea"",""quantity"":3,""price"":24000,""total_price"":72000},{""product"":""kimchi fried rice mandu"",""quantity"":3,""price"":39000,""total_price"":117000},{""product"":""jus melon"",""quantity"":3,""price"":4500,""total_price"":13500}]";"small ice original thai tea:3:24000|kimchi fried rice mandu:3:39000|jus melon:3:4500";"3";"202500"
"wkwk 2 palestinian kunafa rp 48000";"[{""product"":""palestinian kunafa"",""quantity"":2,""price"":48000,""total_price"":96000}]";"palestinian kunafa:2:48000";"1";"96000"
"kak 5 strawberry milk Rp45500";"[{""product"":""strawberry milk"",""quantity"":5,""price"":45500,""total_price"":227500}]";"strawberry milk:5:45500";"1";"227500"
"dua sababay ascaro 23500 dan seporsi kimbab original rp 23000 dan jeruk kalamansi segar Rp43000";"[{""product"":""sababay ascaro"",""quantity"":2,""price"":23500,""total_price"":47000},{""product"":""kimbab original"",""quantity"":1,""price"":23000,""total_price"":23000},{""product"":""jeruk kalamansi segar"",""quantity"":1,""price"":43000,""total_price"":43000}]";"sababay ascaro:2:23500|kimbab original:1:23000|jeruk kalamansi segar:1:43000";"3";"113000"
